addr[0]
addr[1]
addr[2]
addr[3]
addr[4]
addr[5]
addr[6]
addr[7]
cs
reset_n
we
write_data[0]
write_data[10]
write_data[11]
write_data[12]
write_data[13]
write_data[14]
write_data[15]
write_data[16]
write_data[17]
write_data[18]
write_data[19]
write_data[1]
write_data[20]
write_data[21]
write_data[22]
write_data[23]
write_data[24]
write_data[25]
write_data[26]
write_data[27]
write_data[28]
write_data[29]
write_data[2]
write_data[30]
write_data[31]
write_data[3]
write_data[4]
write_data[5]
write_data[6]
write_data[7]
write_data[8]
write_data[9]
read_data[0]
read_data[10]
read_data[11]
read_data[12]
read_data[13]
read_data[14]
read_data[15]
read_data[16]
read_data[17]
read_data[18]
read_data[19]
read_data[1]
read_data[20]
read_data[21]
read_data[22]
read_data[23]
read_data[24]
read_data[25]
read_data[26]
read_data[27]
read_data[28]
read_data[29]
read_data[2]
read_data[30]
read_data[31]
read_data[3]
read_data[4]
read_data[5]
read_data[6]
read_data[7]
read_data[8]
read_data[9]
n7562
n7563
n7564
n7565
n10536
n10535
n7558
n7559
n10563
n10562
n10576
n10575
n7560
n7561
n10600
n10599
n10610
n10609
n10620
n10619
n10630
n10629
n10644
n10643
n10665
n10664
n10687
n10686
n10698
n10697
n10708
n10707
n10719
n10718
n7613
n7614
n10741
n10740
n10752
n10751
n10764
n10763
n10775
n10774
n10786
n10785
n10796
n10795
n10807
n10806
n10818
n10817
n10828
n10827
n10838
n10837
n10850
n10849
n10862
n10861
n10874
n10873
n10884
n10883
core_d[3]
n5913
n3468
n7959
core_d[2]
n5912
n3465
n7958
core_d[1]
n5911
n3463
n7956
core_d[0]
n5910
n3461
n7957
n5119
core_c[3]
n5909
n3459
n7963
core_c[2]
n5908
n3457
n7962
core_c[1]
n5907
n3452
n7960
core_c[0]
n5906
n3448
n7961
n5115
n6084
n5905
n3443
n3444
n6100
n5904
n3441
n3442
n6119
n5903
n3439
n3440
n6098
n5902
n3437
n3438
n6077
n5901
n3435
n3436
n6112
n5900
n3433
n3434
n6095
n5899
n3431
n3432
n6089
n5898
n3429
n3430
n6105
n5897
n3427
n3428
n6121
n5896
n3425
n3426
n6003
n5895
n3423
n3424
n6065
n5894
n3421
n3422
n6117
n5893
n3419
n3420
n6083
n5892
n3417
n3418
n6075
n5891
n3415
n3416
n6110
n5890
n3413
n3414
n6093
n5889
n3411
n3412
n6087
n5888
n3409
n3410
n6103
n5887
n3407
n3408
n6069
n5886
n3405
n3406
n6097
n5885
n3403
n3404
n6004
n5884
n3401
n3402
n6115
n5883
n3399
n3400
n6081
n5882
n3397
n3398
n6092
n5881
n3395
n3396
n6108
n5880
n3393
n3394
n6124
n5879
n3391
n3392
n6085
n5878
n3389
n3390
n6101
n5877
n3387
n3388
n6120
n5876
n3385
n3386
n6099
n5875
n3383
n3384
n6078
n5874
n3379
n3380
n6113
n5873
n3374
n3375
n6079
n5872
n3372
n3373
n6090
n5871
n3370
n3371
n6106
n5870
n3368
