ARready
AWready
Bvalid
Rdata_mem[0]
Rdata_mem[10]
Rdata_mem[11]
Rdata_mem[12]
Rdata_mem[13]
Rdata_mem[14]
Rdata_mem[15]
Rdata_mem[16]
Rdata_mem[17]
Rdata_mem[18]
Rdata_mem[19]
Rdata_mem[1]
Rdata_mem[20]
Rdata_mem[21]
Rdata_mem[22]
Rdata_mem[23]
Rdata_mem[24]
Rdata_mem[25]
Rdata_mem[26]
Rdata_mem[27]
Rdata_mem[28]
Rdata_mem[29]
Rdata_mem[2]
Rdata_mem[30]
Rdata_mem[31]
Rdata_mem[3]
Rdata_mem[4]
Rdata_mem[5]
Rdata_mem[6]
Rdata_mem[7]
Rdata_mem[8]
Rdata_mem[9]
Rvalid
W_R[0]
W_R[1]
Wready
enable
imm[0]
imm[10]
imm[11]
imm[12]
imm[13]
imm[14]
imm[15]
imm[16]
imm[17]
imm[18]
imm[19]
imm[1]
imm[20]
imm[21]
imm[22]
imm[23]
imm[24]
imm[25]
imm[26]
imm[27]
imm[28]
imm[29]
imm[2]
imm[30]
imm[31]
imm[3]
imm[4]
imm[5]
imm[6]
imm[7]
imm[8]
imm[9]
pc[0]
pc[10]
pc[11]
pc[12]
pc[13]
pc[14]
pc[15]
pc[16]
pc[17]
pc[18]
pc[19]
pc[1]
pc[20]
pc[21]
pc[22]
pc[23]
pc[24]
pc[25]
pc[26]
pc[27]
pc[28]
pc[29]
pc[2]
pc[30]
pc[31]
pc[3]
pc[4]
pc[5]
pc[6]
pc[7]
pc[8]
pc[9]
resetn
rs1[0]
rs1[10]
rs1[11]
rs1[12]
rs1[13]
rs1[14]
rs1[15]
rs1[16]
rs1[17]
rs1[18]
rs1[19]
rs1[1]
rs1[20]
rs1[21]
rs1[22]
rs1[23]
rs1[24]
rs1[25]
rs1[26]
rs1[27]
rs1[28]
rs1[29]
rs1[2]
rs1[30]
rs1[31]
rs1[3]
rs1[4]
rs1[5]
rs1[6]
rs1[7]
rs1[8]
rs1[9]
rs2[0]
rs2[10]
rs2[11]
rs2[12]
rs2[13]
rs2[14]
rs2[15]
rs2[16]
rs2[17]
rs2[18]
rs2[19]
rs2[1]
rs2[20]
rs2[21]
rs2[22]
rs2[23]
rs2[24]
rs2[25]
rs2[26]
rs2[27]
rs2[28]
rs2[29]
rs2[2]
rs2[30]
rs2[31]
rs2[3]
rs2[4]
rs2[5]
rs2[6]
rs2[7]
rs2[8]
rs2[9]
signo
wordsize[0]
wordsize[1]
ARdata[0]
ARdata[10]
ARdata[11]
ARdata[12]
ARdata[13]
ARdata[14]
ARdata[15]
ARdata[16]
ARdata[17]
ARdata[18]
ARdata[19]
ARdata[1]
ARdata[20]
ARdata[21]
ARdata[22]
ARdata[23]
ARdata[24]
ARdata[25]
ARdata[26]
ARdata[27]
ARdata[28]
ARdata[29]
ARdata[2]
ARdata[30]
ARdata[31]
ARdata[3]
ARdata[4]
ARdata[5]
ARdata[6]
ARdata[7]
ARdata[8]
ARdata[9]
ARvalid
AWdata[0]
AWdata[10]
AWdata[11]
AWdata[12]
AWdata[13]
AWdata[14]
AWdata[15]
AWdata[16]
AWdata[17]
AWdata[18]
AWdata[19]
AWdata[1]
AWdata[20]
AWdata[21]
AWdata[22]
AWdata[23]
AWdata[24]
AWdata[25]
AWdata[26]
AWdata[27]
AWdata[28]
AWdata[29]
AWdata[2]
AWdata[30]
AWdata[31]
AWdata[3]
AWdata[4]
AWdata[5]
AWdata[6]
AWdata[7]
AWdata[8]
AWdata[9]
AWvalid
Bready
RReady
Wdata[0]
Wdata[10]
Wdata[11]
Wdata[12]
Wdata[13]
Wdata[14]
Wdata[15]
Wdata[16]
Wdata[17]
Wdata[18]
Wdata[19]
Wdata[1]
Wdata[20]
Wdata[21]
Wdata[22]
Wdata[23]
Wdata[24]
Wdata[25]
Wdata[26]
Wdata[27]
