addr[0]
addr[1]
addr[2]
addr[3]
addr[4]
addr[5]
addr[6]
addr[7]
cs
reset_n
we
write_data[0]
write_data[10]
write_data[11]
write_data[12]
write_data[13]
write_data[14]
write_data[15]
write_data[16]
write_data[17]
write_data[18]
write_data[19]
write_data[1]
write_data[20]
write_data[21]
write_data[22]
write_data[23]
write_data[24]
write_data[25]
write_data[26]
write_data[27]
write_data[28]
write_data[29]
write_data[2]
write_data[30]
write_data[31]
write_data[3]
write_data[4]
write_data[5]
write_data[6]
write_data[7]
write_data[8]
write_data[9]
read_data[0]
read_data[10]
read_data[11]
read_data[12]
read_data[13]
read_data[14]
read_data[15]
read_data[16]
read_data[17]
read_data[18]
read_data[19]
read_data[1]
read_data[20]
read_data[21]
read_data[22]
read_data[23]
read_data[24]
read_data[25]
read_data[26]
read_data[27]
read_data[28]
read_data[29]
read_data[2]
read_data[30]
read_data[31]
read_data[3]
read_data[4]
read_data[5]
read_data[6]
read_data[7]
read_data[8]
read_data[9]
n6587
n6588
n6503
n6504
n6425
n6426
n6402
n6403
n6392
n6393
n6375
n6376
n6365
n6366
n6356
n6357
n6350
n6351
n6340
n6341
n6581
n6582
n6572
n6573
n6563
n6564
n6556
n6557
n6549
n6550
n6543
n6544
n6536
n6537
n6528
n6529
n6521
n6522
n6514
n6515
n6495
n6496
n6488
n6489
n6481
n6482
n6475
n6476
n6468
n6469
n6461
n6462
n6455
n6456
n6449
n6450
n6441
n6442
n6433
n6434
n6417
n6418
n6411
n6412
n11509
n5930
n6607
n6608
n11508
n5929
n6610
n6611
n11510
n5928
n6613
n6614
n11507
n5927
n6615
n6616
n11506
n5926
n6617
n6618
n11505
n5925
n6619
n6620
n11504
n5924
n6621
n11503
n5923
n6623
n6624
n11502
n5922
n6629
n6630
n11501
n5921
n6632
n6633
n11500
n5920
n6634
n6635
n11499
n5919
n6636
n6637
n11498
n5918
n6638
n6639
n11497
n5917
n6640
n6641
n11496
n5916
n6642
n6643
n11495
n5915
n6644
n6645
n11494
n5914
n6646
n6647
n11493
n5913
n6648
n6649
n11492
n5912
n6650
n6651
n11491
n5911
n6652
n6653
n11490
n5910
n6654
n6655
n11489
n5909
n6656
n6657
n11488
n5908
n6658
n6659
n11487
n5907
n6660
n6661
n11486
n5906
n6662
n6663
n11485
n5905
n6664
n6665
n11484
n5904
n6666
n6667
n11483
n5903
n6668
n6669
n11482
n5902
n6670
n6671
n11481
n5901
n6672
n6673
n11480
n5900
n6674
n6675
n11479
n5899
n6676
n6677
n11478
n5898
n6678
n6679
n11477
n5897
n6680
n6681
n11476
n5896
n6682
n6683
n11475
n5895
n6684
n6685
n11474
n5894
n6686
n6687
n11473
n5893
n6688
n6689
n11472
n5892
n6690
n6691
n11471
n5891
n6692
n6693
n11470
n5890
n6696
n6697
n11469
n5889
n6699
n6700
n11468
n5888
n6701
n6702
n11467
n5887
n6703
n6704
n11466
n5886
n6705
n6706
n11465
n5885
n6707
n6708
