addr[0]
addr[1]
addr[2]
addr[3]
addr[4]
addr[5]
addr[6]
addr[7]
cs
reset_n
we
write_data[0]
write_data[10]
write_data[11]
write_data[12]
write_data[13]
write_data[14]
write_data[15]
write_data[16]
write_data[17]
write_data[18]
write_data[19]
write_data[1]
write_data[20]
write_data[21]
write_data[22]
write_data[23]
write_data[24]
write_data[25]
write_data[26]
write_data[27]
write_data[28]
write_data[29]
write_data[2]
write_data[30]
write_data[31]
write_data[3]
write_data[4]
write_data[5]
write_data[6]
write_data[7]
write_data[8]
write_data[9]
read_data[0]
read_data[10]
read_data[11]
read_data[12]
read_data[13]
read_data[14]
read_data[15]
read_data[16]
read_data[17]
read_data[18]
read_data[19]
read_data[1]
read_data[20]
read_data[21]
read_data[22]
read_data[23]
read_data[24]
read_data[25]
read_data[26]
read_data[27]
read_data[28]
read_data[29]
read_data[2]
read_data[30]
read_data[31]
read_data[3]
read_data[4]
read_data[5]
read_data[6]
read_data[7]
read_data[8]
read_data[9]
n716
n717
n620
n621
n530
n531
n503
n504
n491
n492
n471
n472
n459
n460
n448
n449
n441
n442
n430
n431
n709
n710
n700
n701
n690
n691
n682
n683
n674
n675
n667
n668
n659
n660
n650
n651
n642
n643
n634
n635
n611
n612
n603
n604
n595
n596
n588
n589
n580
n581
n572
n573
n565
n566
n558
n559
n549
n550
n540
n541
n521
n522
n514
n515
core_d[3]
n5913
n3467
n3468
core_d[2]
n5912
n3464
n3465
core_d[1]
n5911
n3462
n3463
n5120
core_d[0]
n5910
n3460
n3461
n5119
core_c[3]
n5909
n3458
n3459
core_c[2]
n5908
n3456
n3457
core_c[1]
n5907
n3451
n3452
core_c[0]
n5906
n3447
n3448
n5115
n5990
n5905
n3443
n3444
n5989
n5904
n3441
n3442
n5988
n5903
n3439
n3440
n5987
n5902
n3437
n3438
n5986
n5901
n3435
n3436
n5985
n5900
n3433
n3434
n5984
n5899
n3431
n3432
n5983
n5898
n3429
n3430
n6004
n5897
n3427
n3428
n6003
n5896
n3425
n3426
n6002
n5895
n3423
n3424
n6001
n5894
n3421
n3422
n6000
n5893
n3419
n3420
n5999
n5892
n3417
n3418
n5998
n5891
n3415
n3416
n5997
n5890
n3413
n3414
n5996
n5889
n3411
n3412
n5995
n5888
n3409
n3410
n5994
n5887
n3407
n3408
n5993
n5886
n3405
n3406
n5978
n5885
n3403
n3404
n6014
n5884
n3401
n3402
n5977
n5883
n3399
n3400
n6013
n5882
n3397
n3398
n6012
n5881
n3395
n3396
n6011
n5880
n3393
n3394
n6010
n5879
n3391
n3392
n6009
n5878
n3389
n3390
n6008
n5877
n3387
n3388
n6007
n5876
n3385
n3386
n5976
n5875
n3383
n3384
n5992
n5874
n3379
n3380
n5982
n5873
n3374
n3375
n5981
n5872
n3372
n3373
n5954
n5871
n3370
n3371
n5980
n5870
n3368
n3369
n5953
n5869
n3366
n3367
n5952
n5868
n3364
n3365
n5951
n5867
n3362
n3363
n5950
n5866
