addr[0]
addr[1]
addr[2]
addr[3]
addr[4]
addr[5]
addr[6]
addr[7]
cs
reset_n
we
write_data[0]
write_data[10]
write_data[11]
write_data[12]
write_data[13]
write_data[14]
write_data[15]
write_data[16]
write_data[17]
write_data[18]
write_data[19]
write_data[1]
write_data[20]
write_data[21]
write_data[22]
write_data[23]
write_data[24]
write_data[25]
write_data[26]
write_data[27]
write_data[28]
write_data[29]
write_data[2]
write_data[30]
write_data[31]
write_data[3]
write_data[4]
write_data[5]
write_data[6]
write_data[7]
write_data[8]
write_data[9]
read_data[0]
read_data[10]
read_data[11]
read_data[12]
read_data[13]
read_data[14]
read_data[15]
read_data[16]
read_data[17]
read_data[18]
read_data[19]
read_data[1]
read_data[20]
read_data[21]
read_data[22]
read_data[23]
read_data[24]
read_data[25]
read_data[26]
read_data[27]
read_data[28]
read_data[29]
read_data[2]
read_data[30]
read_data[31]
read_data[3]
read_data[4]
read_data[5]
read_data[6]
read_data[7]
read_data[8]
read_data[9]
n11434
n11433
n11463
n11462
n11492
n11491
n11527
n11526
n11564
n11563
n11604
n11603
n11635
n11634
n11662
n11661
n11689
n11688
n11715
n11714
n11740
n11739
n11771
n11770
n11804
n11803
n11831
n11830
n11860
n11859
n11886
n11885
n11914
n11913
n11939
n11938
n11966
n11965
n11991
n11990
n12020
n12019
n12046
n12045
n12073
n12072
n12099
n12098
n12126
n12125
n12152
n12151
n12179
n12178
n12205
n12204
n12234
n12233
n7739
n7740
n12287
n12286
n12315
n12314
core_d[3]
n5913
n8111
n8110
core_d[2]
n5912
n8125
n8109
core_d[1]
n5911
n8101
n8100
core_d[0]
n5910
n8103
n8102
n5119
core_c[3]
n5909
n8127
n8126
core_c[2]
n5908
n8124
n8123
core_c[1]
n5907
n8122
core_c[0]
n5906
n8022
n8021
n6036
n5905
n8335
n8334
n5114
n6096
n5904
n9766
n9765
n5113
n6094
n5903
n8365
n8364
n5112
n6051
n5902
n8838
n8837
n5111
n6092
n5901
n8313
n8312
n5110
n6052
n5900
n8375
n8374
n5109
n6088
n5899
n8807
n8806
n5108
n6062
n5898
n8327
n8326
n5107
n6083
n5897
n8389
n8388
n5106
n6064
n5896
n8355
n8354
n5105
n6054
n5895
n9188
n9187
n5104
n6039
n5894
n8811
n8810
n5103
n6042
n5893
n8369
n8368
n5102
n6037
n5892
n8393
n8392
n5101
n6056
n5891
n8317
n8316
n5100
n6047
n5890
n8379
n8378
n5099
n6049
n5889
n8345
n8344
n5098
n6058
n5888
n8331
n8330
n5097
n6074
n5887
n8218
n8217
n5096
n6085
n5886
n8359
n8358
n5095
n6060
n5885
n8840
n8839
n5094
n6087
n5884
n8307
n8306
n5093
n6077
n5883
n8373
n8372
n5092
n6065
n5882
n8881
n8880
n5091
n6079
n5881
n8321
n8320
n5090
n6043
n5880
n8383
n8382
n5089
n6067
n5879
n8349
n8348
n5088
n6034
n5878
n8170
n8169
n5087
n6069
n5877
n8216
n8215
n5086
